,release_date,title,production_cost,domestic_gross,worldwide_gross,opening_weekend,mpaa,genre,theaters,runtime,year,duration,country,directors,avg_vote,critics_vote,public_vote,description
60,2010-03-04,Alice in Wonderland,200000000,334191110,1025491110,116101023,PG,Adventure,3739,108,1951,75.0,United States,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",8.1,8.05,8.0,"Little Alice falls asleep while listening to a fairy tale and starts dreaming. He chases a rabbit into the hollow of a tree and ends up in Wonderland. The country is populated by a series of strange and fascinating beings: the White Rabbit, the Cheshire Cat and the Queen of Hearts. Alice drinks strange potions that make her shrink or enlarge but, at some point, she has to flee because the Queen has sentenced her to death."
61,2010-03-04,Alice in Wonderland,200000000,334191110,1025491110,116101023,PG,Adventure,3739,108,1999,129.0,"Great Britain, United States",Nick Willing,5.1,4.5,6.0,"Little Alice, humiliated in the presence of her parents and their guests, runs away from home and sneaks into a rabbit hole. Disappeared underground, the little girl will find herself immersed in a magical world, populated by a multitude of curious characters. The little girl swallows a magic potion that makes her smaller. He later changes his height again by eating a strange piece of cake. Between one mysterious drink and another, a slice of special cake and a taste of magical mushrooms, Alice is constantly changing stature. Alice travels through an enchanted world until she arrives at a court where Sir Jack, the Knave of Hearts, accused of theft, is about to be tried."
62,2010-03-04,Alice in Wonderland,200000000,334191110,1025491110,116101023,PG,Adventure,3739,108,2010,110.0,United States,Tim Burton,5.4,5.14,6.0,"Alice is a seventeen-year-old who refuses an arranged marriage and dreams of becoming an industry captain. Fleeing the party where it was supposed to be presented in society, she finds herself in a very strange world, populated by fantastic creatures. There he will find the always late white rabbit, the mad hatter, the white queen and the red one."
63,2012-10-26,Skyfall,200000000,304360277,1110526981,88364714,PG-13,Action,3526,143,2012,143.0,"Great Britain, United States",Sam Mendes,7.1,7.16,7.0,"A menacing figure (Javier Bardem), belonging to a mysterious past that no one is aware of, returns to haunt M (Judi Dench), called upon to prove his loyalty to the entire body of MI6 secret agents, which he always directed with courage and determination. With the aim of saving the group, regardless of the high personal cost that the mission entails, agent 007 (Daniel Craig) does not hesitate to take action to help M and track down whoever wants her out of the game, trying to get rid of them first. it's too late."
64,2012-12-11,The Hobbit: An Unexpected Journey,200000000,303003568,1014938545,84617303,PG-13,Adventure,4100,169,2012,174.0,"United States, New Zealand",Peter Jackson,6.8,6.79,7.0,"The hobbit Bilbo Baggins leaves the Shire, where he lives, to venture towards the Lonely Mountain, accompanied by some dwarves.The purpose of the journey is to reclaim a treasure that has been stolen from them by the dragon Smaug."
65,2013-06-21,Monsters University,200000000,268488329,743455810,82429469,G,Adventure,4004,102,2013,105.0,United States,Dan Scanlon,7.2,7.64,7.0,"Monsters Mike Wazowski and James ""Sully"" Sullivan, just 18, meet at Monsters University. Both freshmen, they cherish the dream of participating in the world's most prestigious scarer course but can't stand each other. The student life, however, will gradually help them overcome their differences and become inseparable friends."
66,2014-05-21,X-Men: Days of Future Past,200000000,233921534,747862775,90823660,PG-13,Action,4001,131,2014,130.0,United States,Bryan Singer,7.0,6.95,7.0,"Logan returns to the X-Men, reunited by Charles Xavier to fight a war against the ferocious Sentinels who threaten to destroy the mutants and Magneto himself. To prevent the conflict from starting, Logan is sent back in time and his job will be to modify the story and save the future."
67,2014-04-16,The Amazing Spider-Man 2,200000000,202853933,708996336,91608337,PG-13,Action,4324,141,2014,145.0,United States,Marc Webb,5.1,5.12,5.0,"Peter Parker (Andrew Garfield) is in trouble: he is torn between battling villains and criminals as Spider-man and spending time with Gwen (Emma Stone), the girl he loves. In addition, the achievement of the coveted high school diploma never seems to arrive. Although he hasn't forgotten the promise he made to Gwen's father, who asked him to stay away from his daughter so as not to expose her to danger, Peter was unable to keep it. Things will change when, with the appearance of the new enemy Electro (Jamie Foxx) and the return of old friend Harry Osborn (Dane DeHann), he discovers new clues to his past."
68,2011-06-23,Cars 2,200000000,191450875,560155383,66135507,G,Adventure,4115,107,2011,120.0,United States,"John Lasseter, Brad Lewis",5.9,6.21,6.0,Lightning McQueen is once again joining his old best friend Mater for a series of international adventures and a series of fantastic challenges against the fastest cars in the world.
69,2021-07-07,Black Widow,200000000,183651655,379751655,80366312,PG-13,Action,4275,133,1987,92.0,United States,Bob Rafelson,7.1,7.29,7.0,"Alexandra Barnes is a federal agent who, following a cross-investigation carried out on the computer, discovers the mysterious deaths of three rich people, in different places in the States, the presence of a widow who has immediately disappeared. Three different women or always the same one? The investigation continues in Hawaii, where Alexandra makes friends with the charming Catharine, the suspect, and manages to frame her, combining a trap in which yet another designated victim and the police participate. In the best tradition of noir, a treacherous nocturnal film, where Good and Evil in the course of their necessary struggle seem to attract rather than repel each other. Absolute protagonists, the two women opposed by role and body constitute a couple of the most engaging of the cinema of the 80s."
70,2021-07-07,Black Widow,200000000,183651655,379751655,80366312,PG-13,Action,4275,133,1954,95.0,United States,Nunnally Johnson,7.1,7.0,7.0,"Detective Bruce must investigate the murder of the beautiful Tancy Ordway, killed in the home of the businessman Peter Denver. The body was found by Denver's wife, Iris, on her return from a trip. The murdered woman was a smart girl, but a little too enterprising, in search of personal success and ""right"" relationships. Eventually the case is resolved although there are many suspects."
71,2021-07-07,Black Widow,200000000,183651655,379751655,80366312,PG-13,Action,4275,133,2008,82.0,United States,Armand Mastroianni,5.5,4.0,7.0,"Cooper falls in love with a woman he met at a party. Mel, Cooper's best friend, becomes suspicious of a series of strange coincidences and begins to investigate the beautiful seductress's past: she will discover that her identity is not what she would like us to believe and that the past is full of mystery ..."
72,2021-07-07,Black Widow,200000000,183651655,379751655,80366312,PG-13,Action,4275,133,2021,133.0,United States,Cate Shortland,5.5,5.58,5.0,"When a dangerous plot comes to light, Natasha Romanoff aka Black Widow is faced with the darker side of her past. Pursued by a force that will stop at nothing to destroy her, Natasha will have to deal with her spy past and the relationships she left behind long before becoming an Avenger."
73,2019-07-31,Fast & Furious Presents: Hobbs & Shaw,200000000,173956935,760381706,60038950,PG-13,Action,4344,134,2019,133.0,United States,David Leitch,5.6,5.4,6.0,"Ever since they met between Hobbs, an agent of the security service department, and Shaw, a former special agent of the British army turned into an outlaw, sparks have flown. But when the anarchist Brixton gains control over a biotechnological threat that could alter humanity forever (and defeat a brilliant MI6 agent, who turns out to be Shaw's sister), the two sworn enemies will have to put aside their differences. and work together to stop it."
74,2009-11-12,2012,200000000,166112167,757677748,65237614,PG-13,Action,3444,158,2009,158.0,United States,Roland Emmerich,4.6,4.5,5.0,"The fateful date of December 21, 2012 has now arrived and the feared mysterious event announced by the Mayan calendar - the end of the 4 eras - catastrophically comes true."
75,2021-11-03,Eternals,200000000,164870264,402064929,71297219,PG-13,Action,4090,156,2021,156.0,United States,Chloé Zhao,5.7,5.69,6.0,"Eternal are a group of superhuman heroes that has protected the earth since the dawn of humanity. When monstrous creatures called deviant, considered disappeared for some time, mysteriously return, the eternal must meet to defend humanity once again."
76,2009-05-21,Terminator Salvation,200000000,125322469,365491792,42558390,PG-13,Action,3602,116,2009,130.0,"United States, Germany, Great Britain",McG,5.6,5.58,6.0,"After nearly all of humanity is destroyed by a nuclear holocaust caused by Skynet, a group of survivors, led by John Connor, fight for the salvation of mankind. Marcus Wright, a mysterious character from the dark past (or future) joins Connor in an attempt to understand, and thwart, the Skynet's ultimate destruction project."
77,2022-06-15,Lightyear,200000000,118307188,218571346,50577961,PG,Adventure,4255,110,2022,105.0,United States,Angus MacLane,5.7,5.44,6.0,"Buzz Lightyear is a young astronaut at his first mission: a simple training flight that should last only 4 minutes. However, something goes wrong and Buzz finds himself launched through a gap in space-time and ends up projected into the future, at 62 years since he was at the start. From then on the buzz mission, together with the SOX robotic cat and Izzy Hawthorne, it will be to be able to go back."
